ID,Manufacturer,Model,Nickname,Year Start,Year End,Engine Size,Tyre Size ,Wheel Size ,Part code,Sell Inc Vat,Cost,Logo Image,Image 1,Image 2,Image 3
4797,Kia,Venga,YN,2009,2015,"1.4 CRDi,1.4i,1.6 CRDi,1.6i",125/80/17,"17""",RH071,249,155,Picture,Picture,Picture,Picture
4798,Kia,Venga,YN Facelift,2015,2019,"1.4 CRDi,1.4i,1.6 CRDi,1.6 MPi",125/80/17,"17""",RH071,249,155,Picture,Picture,Picture,Picture
4801,Kia,XCeed,CD,2019,,"1.0 T-GDi,1.4 T-GDi,1.6 CRDi,1.6 GDi PHEV",145/80/18,"18""",RH050,299,182.5,Picture,Picture,Picture,Picture
4811,Kia,XCeed,CD,2019,,1.6 T-GDi,145/80/18,"18""",RH050,299,182.5,Picture,Picture,Picture,Picture
4888,Lancia,Flavia,ll,2011,2014,2.4i,145/80/18,"18""",RH050,299,182.5,Picture,Picture,Picture,Picture
4899,Lancia,Musa,l,2004,2012,"1.3d,1.4i,1.6d,1.9d",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
4912,Lancia,Thesis,841,2002,2009,"2.0i,2.4i,2.4JTD",135/80/17,"17""",RH144,249,155,Picture,Picture,Picture,Picture
4921,Lancia,Thesis,841,2002,2009,"3.0i,3.2i",135/80/17,"17""",RH144,249,155,Picture,Picture,Picture,Picture
4918,Lancia,Ypsilon,Type 846,2011,2015,"0.9i,1.2i,1.3d",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
4920,Lancia,Ypsilon,Type 846 Facelift,2015,,"0.9 TwinAir,1.0,1.2,1.3d",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
10508,Lancia,Ypsilon,Type 846 Facelift,2021,,"1.0,1.2 GPL",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
4932,Land Rover,Discovery 2,L318,1998,2004,2.5Td,155/85/18,"18""",RH088,299,182.5,Picture,Picture,Picture,Picture
4935,Land Rover,Discovery 2,L318,1998,2004,4.0i,155/85/18,"18""",RH088,299,182.5,Picture,Picture,Picture,Picture
4933,Land Rover,Discovery 3,L319,2004,2009,"2.7TD,4.0i",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4945,Land Rover,Discovery 3,L319,2004,2009,4.4i,175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4936,Land Rover,Discovery 4,L319,2009,2016,"2.7TD,3.0TD",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4942,Land Rover,Discovery 4,L319,2009,2016,"3.0SD,3.0TD",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4949,Land Rover,Discovery 4,L319,2009,2016,"3.0SC,5.0i",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4937,Land Rover,Discovery 5,L462,2016,2019,2.0 Td4,175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4940,Land Rover,Discovery 5,L462,2016,2019,"2.0 Sd4,3.0 Td6,3.0D",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4953,Land Rover,Discovery 5,L462,2016,2019,"2.0 Si4,3.0 Sd6,3.0 Si6",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4939,Land Rover,Discovery 5,L462 Facelift,2020,,D250,175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4943,Land Rover,Discovery 5,L462 Facelift,2020,,"D300,P300",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4950,Land Rover,Discovery 5,L462 Facelift,2020,,P360,175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4941,Land Rover,Discovery Sport,L550,2014,2019,"2.0 eD4,2.0 TD4,2.2 SD4,2.2 TD4",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4954,Land Rover,Discovery Sport,L550,2014,2019,"2.0 SD4,2.0 Si4",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4961,Land Rover,Discovery Sport,L550,2014,2019,2.0 Si4,155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4951,Land Rover,Discovery Sport,L550 Facelift,2019,,"2.0 D150,2.0 D165,2.0 D180",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4958,Land Rover,Discovery Sport,L550 Facelift,2019,,"2.0 D200,2.0 D240,2.0 P200",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4970,Land Rover,Discovery Sport,L550 Facelift,2019,,2.0 P250,155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4976,Land Rover,Discovery Sport,L550 Facelift,2019,,"1.5T P300e,2.0 P290",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4952,Land Rover,Freelander,L314,1997,2006,"1.8i,2.0D,2.0TD",145/80/18,"18""",RH076,299,182.5,Picture,Picture,Picture,Picture
4963,Land Rover,Freelander,L314,1997,2006,2.5i,145/80/18,"18""",RH076,299,182.5,Picture,Picture,Picture,Picture
4956,Land Rover,Freelander 2,L359,2006,2010,"2.2 SD4,2.2 TD4",145/80/18,"18""",RH069,299,182.5,Picture,Picture,Picture,Picture
4960,Land Rover,Freelander 2,L359,2006,2010,3.2i,145/80/18,"18""",RH069,299,182.5,Picture,Picture,Picture,Picture
4955,Land Rover,Freelander 2,L359 Facelift,2011,2014,"2.2 eD4,2.2 SD4",145/80/18,"18""",RH069,299,182.5,Picture,Picture,Picture,Picture
4962,Land Rover,Freelander 2,L359 Facelift,2011,2014,2.0 Si4,145/80/18,"18""",RH069,299,182.5,Picture,Picture,Picture,Picture
4959,Land Rover,LR2,L359,2007,2010,3.2i,155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4957,Land Rover,LR2,L359 Facelift,2011,2015,"2.0T,3.2i",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4964,Land Rover,LR3,L319,2005,2009,4.0i,155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4972,Land Rover,LR3,L319,2005,2009,4.4i,155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4966,Land Rover,LR4,L319,2010,2013,5.0i,155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4965,Land Rover,LR4,L319 Facelift,2014,2016,3.0i SC,155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4971,Land Rover,Range Rover,L322,2002,2006,3.0TD,155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4974,Land Rover,Range Rover,L322,2002,2006,4.4i,155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4982,Land Rover,Range Rover,L322,2002,2006,4.2i SC,155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4969,Land Rover,Range Rover,L322 Facelift,2006,2012,"3.6TD,4.4i,4.4TD",155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4981,Land Rover,Range Rover,L322 Facelift,2006,2012,"4.2i SC,5.0i",155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4986,Land Rover,Range Rover,L322 Facelift,2006,2012,5.0SC,155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4967,Land Rover,Range Rover,L405,2012,2017,"3.0SD,3.0TD",155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4975,Land Rover,Range Rover,L405,2012,2017,"3.0SC,3.0SD,4.4SD,5.0i",155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4987,Land Rover,Range Rover,L405,2012,2017,5.0SC,155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4968,Land Rover,Range Rover,L405 Facelift,2017,2021,"3.0 TD6,3.0SD,3.0TD",155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4983,Land Rover,Range Rover,L405 Facelift,2017,2021,"3.0,4.4SD",155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4990,Land Rover,Range Rover,L405 Facelift,2017,2021,"3.0 D350,3.0SC",155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4996,Land Rover,Range Rover,L405 Facelift,2017,2021,"2.0Si P400e,3.0 P400",155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
5004,Land Rover,Range Rover,L405 Facelift,2017,2021,"5.0SC P525,5.0SC P565",155/85/18,"18""",RH089,299,182.5,Picture,Picture,Picture,Picture
4985,Land Rover,Range Rover Evoque,L538,2011,2015,"2.2 eD,2.2 SD,2.2 TD",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4998,Land Rover,Range Rover Evoque,L538,2011,2015,2.0 Si,155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4978,Land Rover,Range Rover Evoque,L538 Facelift,2015,2018,"2.0 eD4,2.0 TD4",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4984,Land Rover,Range Rover Evoque,L538 Facelift,2015,2018,2.0 Si4,155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4979,Land Rover,Range Rover Evoque,L551,2018,,"1.5 P160,2.0 D150,2.0 D165,2.0 D180",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4992,Land Rover,Range Rover Evoque,L551,2018,,"2.0 D200,2.0 D240,2.0 P200",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
5003,Land Rover,Range Rover Evoque,L551,2018,,2.0 P250,155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
5009,Land Rover,Range Rover Evoque,L551,2018,,"1.5 P300e,2.0 P300",155/85/18,"18""",RH086,299,182.5,Picture,Picture,Picture,Picture
4995,Land Rover,Range Rover Sport,L320,2005,2009,2.7TD,155/80/19,"19""",RH265,399,240,Picture,Picture,Picture,Picture
5000,Land Rover,Range Rover Sport,L320,2005,2009,"3.6TD,4.4i",155/80/19,"19""",RH265,399,240,Picture,Picture,Picture,Picture
5011,Land Rover,Range Rover Sport,L320,2005,2009,4.2i SC,155/80/19,"19""",RH265,399,240,Picture,Picture,Picture,Picture
4993,Land Rover,Range Rover Sport,L320 Facelift,2009,2013,"3.0TD,3.6TD",155/80/19,"19""",RH265,399,240,Picture,Picture,Picture,Picture
5002,Land Rover,Range Rover Sport,L320 Facelift,2009,2013,5.0i,155/80/19,"19""",RH265,399,240,Picture,Picture,Picture,Picture
5010,Land Rover,Range Rover Sport,L320 Facelift,2009,2013,5.0i SC,155/80/19,"19""",RH265,399,240,Picture,Picture,Picture,Picture
4988,Land Rover,Range Rover Sport,L494,2013,2017,"2.0SD4,3.0TD",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4999,Land Rover,Range Rover Sport,L494,2013,2017,3.0SD,175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
5005,Land Rover,Range Rover Sport,L494,2013,2017,"3.0SC,3.0SD Hybrid,4.4SD",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4991,Land Rover,Range Rover Sport,L494 Facelift,2017,,"2.0SD4,3.0SD D250,3.0TD",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
5001,Land Rover,Range Rover Sport,L494 Facelift,2017,,"2.0 P300,3.0 D300,3.0SC,3.0SD,4.4SD",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
5017,Land Rover,Range Rover Sport,L494 Facelift,2017,,"3.0 D350,3.0 P360,3.0SC",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
5026,Land Rover,Range Rover Sport,L494 Facelift,2017,,"2.0 P400e,2.0Si4,3.0",175/70/20,"20""",RH285,499,299,Picture,Picture,Picture,Picture
4997,Land Rover,Range Rover Velar,L560,2017,,"2.0 D180,2.0 D199,2.0 D200",155/80/19,"19""",RH235,399,240,Picture,Picture,Picture,Picture
5008,Land Rover,Range Rover Velar,L560,2017,,"2.0 D240,2.0 P249,2.0 P250,3.0 D275",155/80/19,"19""",RH235,399,240,Picture,Picture,Picture,Picture
5019,Land Rover,Range Rover Velar,L560,2017,,"2.0 P300,3.0 D300,3.0 P340",155/80/19,"19""",RH235,399,240,Picture,Picture,Picture,Picture
5030,Land Rover,Range Rover Velar,L560,2017,,"2.0 P400e,3.0 P380,3.0 P400",175/70/20,"20""",RH284,499,299,Picture,Picture,Picture,Picture
5013,Lexus,CT,A10,2011,2013,CT200h,125/80/17,"17""",RH090,249,155,Picture,Picture,Picture,Picture
5007,Lexus,CT,A10 Facelift,2014,2017,CT200h,125/80/17,"17""",RH090,249,155,Picture,Picture,Picture,Picture
5012,Lexus,CT,A10 Facelift,2017,,CT200h,125/80/17,"17""",RH090,249,155,Picture,Picture,Picture,Picture
5020,Lexus,ES,XV20,1997,2001,ES300,135/80/17,"17""",RH162,249,155,Picture,Picture,Picture,Picture
5021,Lexus,ES,XV30,2001,2007,"ES300,ES330",135/80/17,"17""",RH162,249,155,Picture,Picture,Picture,Picture
5016,Lexus,ES,XV60,2012,2015,ES250,125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5014,Lexus,ES,XV60 Facelift,2015,2018,"ES200,ES250",125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5024,Lexus,ES,XV60 Facelift,2015,2018,ES350,125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5015,Lexus,ES,XV70 (XZ10),2018,,ES200,125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5023,Lexus,ES,XV70 (XZ10),2018,,"ES250,ES300h",125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5034,Lexus,ES,XV70 (XZ10),2018,,ES350,125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5029,Lexus,GS,L10,2012,2015,"GS250,GS300h",125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5041,Lexus,GS,L10,2012,2015,"GS350,GS450h",125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5027,Lexus,GS,L10 Facelift,2015,2020,"GS250,GS300h",125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5042,Lexus,GS,L10 Facelift,2015,2020,"GS200t,GS300",125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5051,Lexus,GS,L10 Facelift,2015,2020,"GS350,GS450h",125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5031,Lexus,GS,S160,1998,2004,GS300,135/80/17,"17""",RH162,249,155,Picture,Picture,Picture,Picture
5035,Lexus,GS,S160,1998,2004,"GS400,GS430",135/80/17,"17""",RH162,249,155,Picture,Picture,Picture,Picture
5028,Lexus,GS,S190,2005,2012,GS300,135/80/17,"17""",RH162,249,155,Picture,Picture,Picture,Picture
5036,Lexus,GS,S190,2005,2012,"GS350,GS430,GS450h",125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5050,Lexus,GS,S190,2005,2012,GS460,125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5032,Lexus,GS F,L10,2015,2020,GS F,125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5054,Lexus,IS,XE10,1999,2005,IS200,125/80/17,"17""",RH092,249,155,Picture,Picture,Picture,Picture
5058,Lexus,IS,XE10,1999,2005,IS300,125/80/17,"17""",RH092,249,155,Picture,Picture,Picture,Picture
5052,Lexus,IS,XE20,2005,2013,"IS200d,IS220d",125/80/17,"17""",RH092,249,155,Picture,Picture,Picture,Picture
5064,Lexus,IS,XE20,2005,2013,IS250,125/80/17,"17""",RH092,249,155,Picture,Picture,Picture,Picture
5072,Lexus,IS,XE20,2005,2013,IS350,125/80/17,"17""",RH092,249,155,Picture,Picture,Picture,Picture
5049,Lexus,IS,XE30,2013,2016,"IS250,IS300h",125/80/17,"17""",RH092,249,155,Picture,Picture,Picture,Picture
5062,Lexus,IS,XE30,2013,2016,"IS200t,IS300h",125/80/17,"17""",RH092,249,155,Picture,Picture,Picture,Picture
5073,Lexus,IS,XE30,2013,2016,IS350,125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
10512,Lexus,IS,XE30,2020,,"IS300 (3BA-ASE30),IS300 AWD,IS300h,IS300h (6AA-AVE30),IS350,IS350 (3BA-GSE31),IS500",125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5048,Lexus,IS,XE30 Facelift,2016,2019,IS300h,125/80/17,"17""",RH092,249,155,Picture,Picture,Picture,Picture
5059,Lexus,IS,XE30 Facelift,2016,2019,"IS200t,IS300,IS300h",125/80/17,"17""",RH092,249,155,Picture,Picture,Picture,Picture
5074,Lexus,IS,XE30 Facelift,2016,2019,IS350,125/70/18,"18""",RH198,299,182.5,Picture,Picture,Picture,Picture
5053,Lexus,IS C,XE20,2009,2015,IS250C,135/80/17,"17""",RH162,249,155,Picture,Picture,Picture,Picture
5060,Lexus,IS C,XE20,2009,2015,IS350C,135/80/17,"17""",RH162,249,155,Picture,Picture,Picture,Picture
5056,Lexus,IS F,XE20,2007,2014,5.0i,135/80/17,"17""",RH162,249,155,Picture,Picture,Picture,Picture
5076,Lexus,LS,XF20,1994,2000,LS400,135/80/17,"17""",RH162,249,155,Picture,Picture,Picture,Picture
5070,Lexus,LS,XF30,2000,2006,LS430,145/80/18,"18""",RH091,299,182.5,Picture,Picture,Picture,Picture
5069,Lexus,LS,XF40,2006,2012,"LS460,LS460L,LS600h,LS600hL",145/80/18,"18""",RH094,299,182.5,Picture,Picture,Picture,Picture
5088,Lexus,LS,XF40,2006,2012,"LS600h,LS600hL",145/80/18,"18""",RH094,299,182.5,Picture,Picture,Picture,Picture
5068,Lexus,LS,XF40 Facelift,2012,2017,"LS460,LS460L,LS600h,LS600hL",145/80/18,"18""",RH094,299,182.5,Picture,Picture,Picture,Picture
5083,Lexus,LS,XF40 Facelift,2012,2017,"LS600h,LS600hL",145/80/18,"18""",RH094,299,182.5,Picture,Picture,Picture,Picture
5065,Lexus,LS,XF50,2017,2020,LS350,155/85/18,"18""",RH095,299,182.5,Picture,Picture,Picture,Picture
5071,Lexus,LS,XF50,2017,2020,LS500h,155/85/18,"18""",RH095,299,182.5,Picture,Picture,Picture,Picture
5078,Lexus,LS,XF50,2017,2020,LS500,155/85/18,"18""",RH095,299,182.5,Picture,Picture,Picture,Picture
5066,Lexus,LS,XF50 Facelift,2020,,LS500h,155/85/18,"18""",RH095,299,182.5,Picture,Picture,Picture,Picture
5075,Lexus,LS,XF50 Facelift,2020,,LS500,155/85/18,"18""",RH095,299,182.5,Picture,Picture,Picture,Picture
10511,Lexus,NX,II (Z20),2021,,"NX250 (5BA-AAZA25),NX350 (5BA-TAZA25),NX350h (6AA-AAZH25),NX450h+ (6LA-AAZH26)",155/80/19,"19""",RH264,399,240,Picture,Picture,Picture,Picture
5084,Lexus,NX,Z10,2014,2020,"NX200,NX300h",155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5096,Lexus,NX,Z10,2014,2020,NX300h,155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5100,Lexus,NX,Z10,2014,2020,"NX200t,NX300",155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5085,Lexus,NX,Z10 Facelift,2020,2021,"NX200,NX300h",155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5093,Lexus,NX,Z10 Facelift,2020,2021,NX300h,155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5097,Lexus,NX,Z10 Facelift,2020,2021,NX300,155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5087,Lexus,RC,C10,2014,2018,RC300h,145/80/18,"18""",RH091,299,182.5,Picture,Picture,Picture,Picture
5094,Lexus,RC,C10,2014,2018,"RC200t,RC300,RC300h",145/80/18,"18""",RH091,299,182.5,Picture,Picture,Picture,Picture
5106,Lexus,RC,C10,2014,2018,RC350,145/80/18,"18""",RH091,299,182.5,Picture,Picture,Picture,Picture
5089,Lexus,RC,C10 Facelift,2018,,RC300h,145/80/18,"18""",RH091,299,182.5,Picture,Picture,Picture,Picture
5101,Lexus,RC,C10 Facelift,2018,,"RC300,RC300h",145/80/18,"18""",RH091,299,182.5,Picture,Picture,Picture,Picture
5112,Lexus,RC,C10 Facelift,2018,,RC350,145/80/18,"18""",RH091,299,182.5,Picture,Picture,Picture,Picture
5091,Lexus,RC F,C10,2014,2019,5.0i,125/70/19,"19""",RH237,399,240,Picture,Picture,Picture,Picture
5092,Lexus,RC F,C10 Facelift,2019,,5.0i,125/70/19,"19""",RH237,399,240,Picture,Picture,Picture,Picture
10514,Lexus,RC F,C10 Facelift,2019,,"5.0i,5.0i (5BA-USC10)",125/70/19,"19""",RH237,399,240,Picture,Picture,Picture,Picture
5099,Lexus,RX,AL10,2009,2015,RX270,155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5104,Lexus,RX,AL10,2009,2015,"RX350,RX450h",155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5115,Lexus,RX,AL10,2009,2015,RX450h,155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5095,Lexus,RX,AL20,2015,2019,"RX200t,RX300,RX450h,RX450hL",175/70/20,"20""",RH290,499,299,Picture,Picture,Picture,Picture
5107,Lexus,RX,AL20,2015,2019,"RX350,RX350L,RX450h",175/70/20,"20""",RH290,499,299,Picture,Picture,Picture,Picture
5098,Lexus,RX,AL20 Facelift,2019,2023,"RX300,RX450h,RX450hL",175/70/20,"20""",RH290,499,299,Picture,Picture,Picture,Picture
5113,Lexus,RX,AL20 Facelift,2019,2023,"RX350,RX350L,RX450h",175/70/20,"20""",RH290,499,299,Picture,Picture,Picture,Picture
NEW,Lexus,RX,AL30,2022,,"RX300,RX450h,RX450hL",175/70/20,"20""",RH291,499,299,Picture,Picture,Picture,Picture
NEW,Lexus,RX,AL30,2022,,"RX350,RX350L,RX450h",175/70/20,"20""",RH291,499,299,Picture,Picture,Picture,Picture
5103,Lexus,RX,XU10,1997,2003,RX300,155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5102,Lexus,RX,XU30,2003,2009,"RX300,RX330,RX350,RX400h",155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5109,Lexus,RX,XU30,2003,2009,"RX350,RX400h",155/85/18,"18""",RH093,299,182.5,Picture,Picture,Picture,Picture
5105,Lexus,SC,Z40,2001,2010,SC430,135/80/17,"17""",RH162,249,155,Picture,Picture,Picture,Picture
5110,Lexus,UX,A10,2018,,"UX200,UX250h",145/80/18,"18""",RH091,299,182.5,Picture,Picture,Picture,Picture
5119,Lexus,UX,A10,2018,,UX300e,145/80/18,"18""",RH091,299,182.5,Picture,Picture,Picture,Picture
5185,Maserati,Coupe,l,2001,2007,4.2i,125/70/18,"18""",RH281,299,182.5,Picture,Picture,Picture,Picture
5307,Mazda,CX-3,DK,2015,2018,"1.5D SE,1.5D Sport,1.5XD,1.5XD TOURING,2.0i GT,2.0i SE,2.0i Sport",135/80/17,"17""",RH164,249,155,Picture,Picture,Picture,Picture
5330,Mazda,CX-3,DK,2015,2018,2.0i,135/80/17,"17""",RH164,249,155,Picture,Picture,Picture,Picture
5309,Mazda,CX-3,DK Facelift,2018,,"1.5,1.5i,1.8D,2.0i",135/80/17,"17""",RH164,249,155,Picture,Picture,Picture,Picture
5308,Mazda,CX-30,DM,2019,,"1.8D,1.8D (3DA-DM8P),2.0i,2.0i (3AA-DMFP),2.0i (5BA-DMEP)",145/80/18,"18""",RH050,299,182.5,Picture,Picture,Picture,Picture
5314,Mazda,CX-30,DM,2019,,"2.0i,2.5T",145/80/18,"18""",RH050,299,182.5,Picture,Picture,Picture,Picture
10587,Mazda,CX-30 EV,,2021,,EV,145/80/18,"18""",RH050,299,182.5,Picture,Picture,Picture,Picture
5316,Mazda,CX-5,KE,2011,2015,"2.0C,2.0i,2.0S,2.2D,2.2XD,2.2XD L,2.5S,2.5SL",155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5340,Mazda,CX-5,KE,2011,2015,2.5i,155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5311,Mazda,CX-5,KE Facelift,2015,2017,"2.0i,2.2 D,2.2D,2.5i",155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5323,Mazda,CX-5,KE Facelift,2015,2017,2.5i,155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5313,Mazda,CX-5,KF,2016,,"2.0i,2.2D,2.5i",155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5326,Mazda,CX-5,KF,2016,,"2.5i,2.5T",155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
10694,Mazda,CX-60,KH,2022,,"2.5 PHEV,2.5 PHEV (5LA-KH5S3P),3.3D MHEV",155/80/19,"19""",RH258,399,240,Picture,Picture,Picture,Picture
5315,Mazda,CX-7,ER,2006,2012,2.2TD,155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5317,Mazda,CX-7,ER,2006,2012,2.3T,155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5319,Mazda,CX-8,KG,2017,,"2.2D,2.5i,2.5T",155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5324,Mazda,CX-9,TB.I,2006,2009,"3.5i,3.7i",155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5321,Mazda,CX-9,TB.II,2010,2012,3.7i,155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5322,Mazda,CX-9,TB.III,2012,2015,3.7i,155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5320,Mazda,CX-9,TC,2016,,2.5T,155/85/18,"18""",RH081,299,182.5,Picture,Picture,Picture,Picture
5380,Mazda,Mazda2,DE,2007,2014,"1.3 MZR,1.3 MZR LP,1.3i,1.4 MZ-CD,1.5 MZR,1.6 MZ-CD",125/80/15,"15""",RH008,199,125,Picture,Picture,Picture,Picture
5377,Mazda,Mazda2,DJ,2015,2019,"1.5D,1.5i",125/80/15,"15""",RH008,199,125,Picture,Picture,Picture,Picture
5378,Mazda,Mazda2,DJ Facelift,2019,,"1.5D,1.5H,1.5i",125/80/15,"15""",RH008,199,125,Picture,Picture,Picture,Picture
5379,Mazda,Mazda2,DY,2002,2007,"1.25 MZI,1.4 MZ-D,1.4 MZI,1.6 MZI",125/80/17,"17""",RH064,249,155,Picture,Picture,Picture,Picture
10657,Mazda,Mazda2,ZV,2022,,1.5H,125/80/17,"17""",RH090,249,155,Picture,Picture,Picture,Picture
5387,Mazda,Mazda3,BK,2003,2009,"1.4i,1.6D,1.6i",125/80/17,"17""",RH071,249,155,Picture,Picture,Picture,Picture
5398,Mazda,Mazda3,BK,2003,2009,"2.0D,2.0i",125/80/17,"17""",RH071,249,155,Picture,Picture,Picture,Picture
5403,Mazda,Mazda3,BK,2003,2009,2.2D,125/80/17,"17""",RH071,249,155,Picture,Picture,Picture,Picture
5386,Mazda,Mazda3,BL,2009,2013,1.6i,125/80/17,"17""",RH071,249,155,Picture,Picture,Picture,Picture
5388,Mazda,Mazda3,BL,2009,2013,2.0i,125/80/17,"17""",RH071,249,155,Picture,Picture,Picture,Picture
5394,Mazda,Mazda3,BL,2009,2013,2.3T,125/80/17,"17""",RH071,249,155,Picture,Picture,Picture,Picture
