ID,Manufacturer,Model,Nickname,Year Start,Year End,Engine Size,Tyre Size ,Wheel Size ,ROAD HERO SKU,SRP INC VAT,Trade Price
9622,Volkswagen,Golf Cabriolet,Mk6,2011,2016,2.0GTi,125/80/17,"17""",RH033,249,155
9627,Volkswagen,Golf Cabriolet,Mk6,2011,2016,2.0 R,125/80/17,"17""",RH033,249,155
9621,Volkswagen,Golf GTI,Mk7,2013,2017,2.0 TSI,125/80/17,"17""",RH033,249,155
9630,Volkswagen,Golf GTI,Mk7,2013,2017,2.0 TSI,125/80/17,"17""",RH033,249,155
9614,Volkswagen,Golf GTI,Mk7 Facelift,2017,2020,2.0 TSI,125/80/17,"17""",RH033,249,155
9628,Volkswagen,Golf GTI,Mk7 Facelift,2017,2020,2.0 TSI TCR,125/80/17,"17""",RH033,249,155
9620,Volkswagen,Golf GTI,Mk8,2020,1900,2.0 TSI,125/70/18,"18""",RH034,299,182.5
9624,Volkswagen,Golf GTI,Mk8,2020,1900,2.0 TSI,125/70/18,"18""",RH034,299,182.5
9623,Volkswagen,Golf Plus,Facelift,2009,2014,"1.2TSi,1.4i,1.6i,1.6TDi,2.0TDi",125/80/17,"17""",RH033,249,155
9646,Volkswagen,Golf Plus,Facelift,2009,2014,"1.4TSi,2.0TDi",125/80/17,"17""",RH033,249,155
9626,Volkswagen,Golf Plus,,2005,2008,"1.4FSi,1.4i,1.6FSi,1.6i,1.9TDi",125/80/17,"17""",RH033,249,155
9649,Volkswagen,Golf Plus,,2005,2008,"1.4TSi,2.0FSi,2.0TDi",125/80/17,"17""",RH033,249,155
9659,Volkswagen,Golf Plus,,2005,2008,1.4TSi,125/80/17,"17""",RH033,249,155
9634,Volkswagen,Golf R,Mk7,2014,2017,2.0 TSI,125/70/18,"18""",RH034,299,182.5
9629,Volkswagen,Golf R,Mk7 Facelift,2017,2020,2.0 TSI,125/70/18,"18""",RH034,299,182.5
9631,Volkswagen,Golf R,Mk8,2020,1900,2.0 TSI,125/70/19,"19""",RH253,399,240
9632,Volkswagen,Golf R Variant,Mk7,2015,2017,2.0 TSI,125/70/18,"18""",RH034,299,182.5
9635,Volkswagen,Golf R Variant,Mk7 Facelift,2017,2020,2.0 TSI,125/70/18,"18""",RH034,299,182.5
9637,Volkswagen,Golf Sportsvan,Mk7,2014,2017,"1.0 TSI,1.2 TSI,1.4 TSI,1.6 TDI,1.6i",125/70/18,"18""",RH034,299,182.5
9654,Volkswagen,Golf Sportsvan,Mk7,2014,2017,"1.4 TSI,2.0 TDI",125/80/17,"17""",RH033,249,155
9636,Volkswagen,Golf Sportsvan,Mk7 Facelift,2018,2020,"1.0 TSI,1.6 TDI",125/80/17,"17""",RH033,249,155
9647,Volkswagen,Golf Sportsvan,Mk7 Facelift,2018,2020,"1.5 TSI,2.0 TDI",125/80/17,"17""",RH033,249,155
9640,Volkswagen,Golf SportWagen,Mk6,2010,2013,2.5i,125/80/17,"17""",RH033,249,155
9639,Volkswagen,Golf SportWagen,Mk7,2015,2017,"1.8 TSI,2.0 TDI",125/80/17,"17""",RH033,249,155
9638,Volkswagen,Golf SportWagen,Mk7 Facelift,2018,2019,"1.4 TSI,1.8 TSI",125/80/17,"17""",RH033,249,155
9645,Volkswagen,Golf SV,Mk7,2014,2017,"1.0 TSI,1.2 TSI,1.4 TSI,1.6 TDI",125/80/17,"17""",RH033,249,155
9662,Volkswagen,Golf SV,Mk7,2014,2017,"1.4 TSI,2.0 TDI",125/80/17,"17""",RH033,249,155
9641,Volkswagen,Golf SV,Mk7 Facelift,2018,2020,"1.0 TSI,1.6 TDI",125/80/17,"17""",RH033,249,155
9652,Volkswagen,Golf SV,Mk7 Facelift,2018,2020,"1.5 TSI,2.0 TDI",125/80/17,"17""",RH033,249,155
9648,Volkswagen,Golf Touran,I,2004,2007,"1.6FSi,2.0FSi",125/80/17,"17""",RH033,249,155
9650,Volkswagen,Golf Touran,I Facelift,2007,2010,"1.4FSi,1.4TSi",125/80/17,"17""",RH033,249,155
9644,Volkswagen,Golf Touran,I Facelift,2011,2015,1.4TSi,125/80/17,"17""",RH033,249,155
9643,Volkswagen,Golf Touran,II,2016,1900,"1.4 TSI,2.0 TDI",125/80/17,"17""",RH033,249,155
9658,Volkswagen,Golf Variant,Mk3,1993,1999,"1.4,1.6,1.8,1.9 TD",125/80/15,"15""",RH017,199,125
9672,Volkswagen,Golf Variant,Mk3,1993,1999,2,125/80/15,"15""",RH017,199,125
9660,Volkswagen,Golf Variant,Mk4,1999,2006,"1.4i,1.6FSi,1.6i,1.9TDi,2.0i",125/80/17,"17""",RH032,249,155
9682,Volkswagen,Golf Variant,Mk4,1999,2006,"1.8i,1.9TDi,2.3i",125/80/17,"17""",RH032,249,155
9698,Volkswagen,Golf Variant,Mk4,1999,2006,2.8i,125/80/17,"17""",RH032,249,155
9657,Volkswagen,Golf Variant,Mk5,2007,2009,"1.4TSi,1.6i,1.9TDi,2.0TDi",125/80/17,"17""",RH033,249,155
9667,Volkswagen,Golf Variant,Mk5,2007,2009,"1.4TSi,2.0GTi,2.0TSi",125/80/17,"17""",RH033,249,155
9656,Volkswagen,Golf Variant,Mk6,2009,2013,"1.2TSi,1.4i,1.6TDi",125/80/17,"17""",RH033,249,155
9670,Volkswagen,Golf Variant,Mk6,2009,2013,"1.4TSi,2.0TDi",125/80/17,"17""",RH033,249,155
9678,Volkswagen,Golf Variant,Mk6,2009,2013,2.0TSi,125/80/17,"17""",RH033,249,155
9655,Volkswagen,Golf Variant,Mk7,2013,2017,"1.0 TSI,1.2 TSI,1.4 TGI,1.4 TSI,1.6 TDI,1.6i",125/80/17,"17""",RH033,249,155
9684,Volkswagen,Golf Variant,Mk7,2013,2017,"1.4 TSI,2.0 TDI",125/80/17,"17""",RH033,249,155
9651,Volkswagen,Golf Variant,Mk7 Facelift,2017,2020,"1.0 TSI,1.2 TSI,1.4 TGI,1.4 TSI,1.5 TGI,1.5 TSI,1.6 TDI",125/80/17,"17""",RH033,249,155
9677,Volkswagen,Golf Variant,Mk7 Facelift,2017,2020,"1.5 TSI,2.0 TDI",125/80/17,"17""",RH033,249,155
9653,Volkswagen,Golf Variant,Mk8,2020,1900,"1.5 eTSI,1.5 TSI,2.0 TDI",125/80/17,"17""",RH033,249,155
9664,Volkswagen,Golf Variant Alltrack,Mk7,2015,2017,1.6 TDI,125/80/17,"17""",RH033,249,155
9669,Volkswagen,Golf Variant Alltrack,Mk7,2015,2017,"2.0 TDI,2.0 TSI",125/80/17,"17""",RH033,249,155
9661,Volkswagen,Golf Variant Alltrack,Mk7 Facelift,2017,2020,"1.8 TSI,2.0 TDI",125/80/17,"17""",RH033,249,155
9663,Volkswagen,Golf Variant Alltrack,Mk8,2020,1900,2.0 TDI,125/80/17,"17""",RH033,249,155
9673,Volkswagen,Grand California,,2018,1900,2.0 TDI,145/80/18,"18""",RH209,299,182.5
9675,Volkswagen,GTI,Mk5,2006,2009,2.0T,125/80/17,"17""",RH033,249,155
9674,Volkswagen,GTI,Mk6,2010,2014,2.0T,125/80/17,"17""",RH033,249,155
10596,Volkswagen,ID. Buzz,,2022,1900,EV,155/80/19,"19""",RH254,399,240
9680,Volkswagen,ID.3,,2020,1900,EV,145/80/19,"19""",RH256,399,240
9679,Volkswagen,ID.4,,2020,1900,EV,155/80/19,"19""",RH254,399,240
10559,Volkswagen,ID.5,,2021,1900,EV,155/80/19,"19""",RH254,399,240
10737,Volkswagen,ID.7,,2023,1900,"GTX,Pro",155/80/19,"19""",RH254,399,240
9689,Volkswagen,Jetta,A1,1979,1984,"1.1,1.3,1.5,1.6",125/80/15,"15""",RH017,199,125
9711,Volkswagen,Jetta,A1,1979,1984,"1.6,1.8",125/80/15,"15""",RH017,199,125
9691,Volkswagen,Jetta,A2,1984,1992,"1.3,1.6,1.8",125/80/15,"15""",RH017,199,125
9706,Volkswagen,Jetta,A2,1984,1992,1.8,125/80/15,"15""",RH017,199,125
9687,Volkswagen,Jetta,A3,1992,1999,"1.6,1.8,1.9D",125/80/15,"15""",RH017,199,125
9702,Volkswagen,Jetta,A3,1992,1999,"1.9TD,2.0",125/80/15,"15""",RH017,199,125
9688,Volkswagen,Jetta,A4,1998,2006,"1.9TDi,2.0i",125/80/17,"17""",RH032,249,155
9697,Volkswagen,Jetta,A4,1998,2006,"1.8T,2.8i",125/80/17,"17""",RH032,249,155
9712,Volkswagen,Jetta,A4,1998,2006,2.8i,125/80/17,"17""",RH032,249,155
9685,Volkswagen,Jetta,A5,2005,2010,"1.4TSi,1.6FSi,1.6i,1.6TDi,1.9TDi,2.0TDi",125/80/17,"17""",RH033,249,155
9714,Volkswagen,Jetta,A5,2005,2010,"1.4TSi,2.0FSi,2.0TDi",125/80/17,"17""",RH033,249,155
9731,Volkswagen,Jetta,A5,2005,2010,2.0TFSi,125/80/17,"17""",RH033,249,155
9686,Volkswagen,Jetta,A6,2010,2014,"1.2TSi,1.6i,1.6TDi,2.0i,2.0TDi",125/80/17,"17""",RH033,249,155
9701,Volkswagen,Jetta,A6,2010,2014,1.4TSi,125/80/17,"17""",RH033,249,155
9708,Volkswagen,Jetta,A6,2010,2014,2.0TSi,125/80/17,"17""",RH033,249,155
9681,Volkswagen,Jetta,A6 Facelift,2015,2019,"1.2TSi,1.4TSi,1.6MPi,2.0TDi",125/80/17,"17""",RH033,249,155
9695,Volkswagen,Jetta,A6 Facelift,2015,2019,"1.4TSi,2.0TDi",125/80/17,"17""",RH033,249,155
9683,Volkswagen,Jetta,A7,2018,1900,"1.4 TSI,1.6 MPI",125/80/17,"17""",RH033,249,155
9690,Volkswagen,Jetta City,,2007,2009,2.0i,125/80/17,"17""",RH032,249,155
9694,Volkswagen,Jetta GLI,A6,2012,2015,2.0 TSI,125/80/17,"17""",RH033,249,155
9693,Volkswagen,Jetta GLI,A6 Facelift,2016,2018,2.0 TSI,125/80/17,"17""",RH033,249,155
9692,Volkswagen,Jetta GLI,A7,2019,1900,2.0 TSI,125/80/17,"17""",RH033,249,155
9699,Volkswagen,Jetta Variant,A5,2008,2009,2.5i,125/80/17,"17""",RH033,249,155
9696,Volkswagen,Jetta Variant,A6,2010,2012,2.5i,125/80/17,"17""",RH033,249,155
9716,Volkswagen,LT,II,1996,2006,"2.5SDi,2.5TDi",145/80/18,"18""",RH205,299,182.5
9733,Volkswagen,LT,II,1996,2006,"2.3i,2.8TDi",145/80/18,"18""",RH205,299,182.5
9719,Volkswagen,Lupo,,1998,2005,"1.0i,1.2TDi,1.4i,1.4TDi,1.7SDi",125/80/15,"15""",RH017,199,125
9743,Volkswagen,Lupo,,1998,2005,"1.4FSi,1.6GTi",125/80/15,"15""",RH017,199,125
9726,Volkswagen,Multivan,T5,2003,2009,"1.9TDi,2.0i",145/80/18,"18""",RH209,299,182.5
9737,Volkswagen,Multivan,T5,2003,2009,2.5TDi,145/80/18,"18""",RH209,299,182.5
9745,Volkswagen,Multivan,T5,2003,2009,3.2i,145/80/18,"18""",RH209,299,182.5
9722,Volkswagen,Multivan,T5 Facelift,2009,2015,"2.0i,2.0TDi,2.0TSi",145/80/18,"18""",RH209,299,182.5
9736,Volkswagen,Multivan,T5 Facelift,2009,2015,"2.0BiTDi,2.0TSi",145/80/18,"18""",RH209,299,182.5
9725,Volkswagen,Multivan,T6,2015,2019,2.0 TDI,145/80/18,"18""",RH209,299,182.5
9735,Volkswagen,Multivan,T6,2015,2019,"2.0 biTDI,2.0 TDI,2.0 TSI",145/80/18,"18""",RH209,299,182.5
9754,Volkswagen,Multivan,T6,2015,2019,"2.0 biTDI,2.0 TDI,2.0 TSI",145/80/18,"18""",RH209,299,182.5
9724,Volkswagen,Multivan,T6.1 Facelift,2019,2020,2.0 TDI,145/80/18,"18""",RH209,299,182.5
9732,Volkswagen,Multivan,T6.1 Facelift,2019,2020,2.0 biTDI,145/80/18,"18""",RH209,299,182.5
10600,Volkswagen,Multivan,T7,2021,1900,"1.4 eHybrid,1.5 TSI,2.0 biTDI,2.0 TDI,2.0 TSI",145/80/18,"18""",RH209,299,182.5
9744,Volkswagen,New Beetle,A4,1998,2010,"1.4i,1.6i,1.9TDi,2.0i",125/80/17,"17""",RH032,249,155
9765,Volkswagen,New Beetle,A4,1998,2010,"1.8T,2.3i,2.5i",125/80/17,"17""",RH032,249,155
9775,Volkswagen,New Beetle,A4,1998,2010,RSi,125/80/17,"17""",RH032,249,155
9741,Volkswagen,Nivus,,2020,1900,1.0 TSI,135/80/17,"17""",RH150,249,155
9742,Volkswagen,Parati,G3,2000,2005,"1.0i,1.8i",125/80/15,"15""",RH017,199,125
9753,Volkswagen,Parati,G3,2000,2005,2.0i,125/80/15,"15""",RH017,199,125
9740,Volkswagen,Parati,G4,2006,2013,1.6i,125/80/15,"15""",RH017,199,125
9776,Volkswagen,Passat,B1,1973,1975,"1.3,1.5",125/80/15,"15""",RH017,199,125
9774,Volkswagen,Passat,B1 Facelift,1975,1977,"1.3,1.6",125/80/15,"15""",RH017,199,125
9769,Volkswagen,Passat,B1 Facelift,1977,1980,"1.3,1.5 D,1.6",125/80/15,"15""",RH017,199,125
9780,Volkswagen,Passat,B1 Facelift,1977,1980,1.6i,125/80/15,"15""",RH017,199,125
9766,Volkswagen,Passat,B2,1980,1985,"1.3,1.6,1.8",125/80/15,"15""",RH017,199,125
9789,Volkswagen,Passat,B2,1980,1985,"1.8,1.9,2.0",125/80/15,"15""",RH017,199,125
9759,Volkswagen,Passat,B2 Facelift,1985,1988,"1.3,1.6,1.8",125/80/15,"15""",RH017,199,125
9770,Volkswagen,Passat,B2 Facelift,1985,1988,"2.0,2.2",125/80/15,"15""",RH017,199,125
9755,Volkswagen,Passat,B3,1988,1993,"1.6,1.8 107,1.8 75,1.8 90,1.9 D,1.9 TD",125/80/15,"15""",RH017,199,125
9771,Volkswagen,Passat,B3,1988,1993,"1.8 112,1.8 136,2.0 115,2.0 136",125/80/15,"15""",RH017,199,125
9756,Volkswagen,Passat,B4,1993,1997,"1.6,1.8,1.9 TD,1.9 TDi,2.0",125/80/15,"15""",RH017,199,125
9752,Volkswagen,Passat,B5,1996,2000,"1.6i,1.8i,1.9TDi",125/80/17,"17""",RH033,249,155
9761,Volkswagen,Passat,B5,1996,2000,"1.8i Turbo,2.3i,2.5TDi",125/80/17,"17""",RH033,249,155
9779,Volkswagen,Passat,B5,1996,2000,2.8i,125/80/17,"17""",RH033,249,155
9750,Volkswagen,Passat,B5 Facelift,2000,2005,"1.6i,1.9TDi,2.0i,2.0TDi",125/80/17,"17""",RH033,249,155
9764,Volkswagen,Passat,B5 Facelift,2000,2005,"1.8T,2.3i,2.5TDi",125/80/17,"17""",RH033,249,155
9778,Volkswagen,Passat,B5 Facelift,2000,2005,2.8i,125/80/17,"17""",RH033,249,155
9786,Volkswagen,Passat,B5 Facelift,2000,2005,4.0i,125/80/17,"17""",RH033,249,155
9749,Volkswagen,Passat,B6,2005,2010,"1.4TSi,1.6FSi,1.6i,1.6TDi,1.9TDi",135/80/17,"17""",RH149,249,155
9763,Volkswagen,Passat,B6,2005,2010,"1.4TSi,1.8TSi,2.0FSi,2.0TDi",135/80/17,"17""",RH149,249,155
9777,Volkswagen,Passat,B6,2005,2010,2.0TFSi,135/80/17,"17""",RH149,249,155
9782,Volkswagen,Passat,B6,2005,2010,3.2FSi,135/80/17,"17""",RH149,249,155
9788,Volkswagen,Passat,B6,2005,2010,3.6FSi,135/80/17,"17""",RH149,249,155
9747,Volkswagen,Passat,B7,2010,2015,"1.4TSi,1.6TDi",135/80/17,"17""",RH149,249,155
9751,Volkswagen,Passat,B7,2010,2015,"1.4TSi EcoFuel,1.4TSi MultiFuel,1.8TSi,2.0TDi",135/80/17,"17""",RH149,249,155
9762,Volkswagen,Passat,B7,2010,2015,2.0TSi,135/80/17,"17""",RH149,249,155
9767,Volkswagen,Passat,B7,2010,2015,3.6FSi,135/80/17,"17""",RH149,249,155
9746,Volkswagen,Passat,B8,2014,2019,"1.4TSi,1.5TSi,1.6TDi,2.0TDi",135/80/17,"17""",RH149,249,155
9758,Volkswagen,Passat,B8,2014,2019,"1.4TSi GTE,1.8TSi,2.0TDi,2.0TSi",135/80/17,"17""",RH149,249,155
9772,Volkswagen,Passat,B8,2014,2019,"2.0BiTDi,2.0TSi 4Motion",135/80/17,"17""",RH149,249,155
9748,Volkswagen,Passat,B8 Facelift,2019,1900,"1.4 TSI,1.5 TSI,1.6 TDI,2.0 TDI",135/80/17,"17""",RH149,249,155
9757,Volkswagen,Passat,B8 Facelift,2019,1900,"1.4 TSI,2.0 TDI,2.0 TSI",135/80/17,"17""",RH149,249,155
9768,Volkswagen,Passat,B8 Facelift,2019,1900,"2.0 TDI,2.0 TSI 4Motion",135/80/17,"17""",RH149,249,155
9785,Volkswagen,Passat Alltrack,B7,2012,2015,"1.8TSi,2.0TDi",135/80/17,"17""",RH149,249,155
9797,Volkswagen,Passat Alltrack,B7,2012,2015,2.0TSi,135/80/17,"17""",RH149,249,155
9781,Volkswagen,Passat Alltrack,B8,2016,2019,2.0 TDI,135/80/17,"17""",RH149,249,155
9791,Volkswagen,Passat Alltrack,B8,2016,2019,"2.0 TDI,2.0 TSI",135/80/17,"17""",RH149,249,155
9801,Volkswagen,Passat Alltrack,B8,2016,2019,2.0 TSI,135/80/17,"17""",RH149,249,155
9784,Volkswagen,Passat Alltrack,B8 Facelift,2019,1900,2.0 TDI,135/80/17,"17""",RH149,249,155
9792,Volkswagen,Passat Alltrack,B8 Facelift,2019,1900,"2.0 TDI,2.0 TSI",135/80/17,"17""",RH149,249,155
9790,Volkswagen,Passat CC,Facelift,2012,2016,"1.8TSi,2.0TDi",135/80/17,"17""",RH149,249,155
9799,Volkswagen,Passat CC,Facelift,2012,2016,2.0TSi,135/80/17,"17""",RH149,249,155
9804,Volkswagen,Passat CC,Facelift,2012,2016,3.6FSi,135/80/17,"17""",RH149,249,155
9787,Volkswagen,Passat CC,,2008,2012,"1.4TSi,1.8TSi,2.0TDi,2.0TSi",135/80/17,"17""",RH149,249,155
9802,Volkswagen,Passat CC,,2008,2012,2.0TSi,135/80/17,"17""",RH149,249,155
9805,Volkswagen,Passat CC,,2008,2012,3.6FSi,135/80/17,"17""",RH149,249,155
9807,Volkswagen,Passat Variant,B3,1988,1993,2,125/80/15,"15""",RH017,199,125
9803,Volkswagen,Passat Variant,B4,1993,1997,2,125/80/15,"15""",RH017,199,125
9800,Volkswagen,Passat Variant,B5,1997,2000,"1.6i,1.8i,1.9TDi,2.0i",135/80/17,"17""",RH149,249,155
9810,Volkswagen,Passat Variant,B5,1997,2000,"1.8 T,2.3i,2.5TDi",135/80/17,"17""",RH149,249,155
9819,Volkswagen,Passat Variant,B5,1997,2000,2.8i,135/80/17,"17""",RH149,249,155
9798,Volkswagen,Passat Variant,B5 Facelift,2000,2005,"1.6i,1.9TDi,2.0i,2.0TDi",135/80/17,"17""",RH149,249,155
9816,Volkswagen,Passat Variant,B5 Facelift,2000,2005,"1.8 T,2.3i,2.5TDi",135/80/17,"17""",RH149,249,155
9828,Volkswagen,Passat Variant,B5 Facelift,2000,2005,2.8i,135/80/17,"17""",RH149,249,155
9838,Volkswagen,Passat Variant,B5 Facelift,2000,2005,4.0i,135/80/17,"17""",RH149,249,155
9796,Volkswagen,Passat Variant,B6,2005,2010,"1.4TSi,1.6FSi,1.6i,1.6TDi,1.9TDi",135/80/17,"17""",RH149,249,155
9815,Volkswagen,Passat Variant,B6,2005,2010,"1.4TSi EcoFuel,1.8TSi,2.0FSi,2.0TDi",135/80/17,"17""",RH149,249,155
9829,Volkswagen,Passat Variant,B6,2005,2010,2.0TFSi,135/80/17,"17""",RH149,249,155
9839,Volkswagen,Passat Variant,B6,2005,2010,3.2FSi,135/80/17,"17""",RH149,249,155
9843,Volkswagen,Passat Variant,B6,2005,2010,R36,135/80/17,"17""",RH149,249,155
9795,Volkswagen,Passat Variant,B7,2010,2015,"1.4TSi,1.6TDi,2.0TDi",135/80/17,"17""",RH149,249,155
9809,Volkswagen,Passat Variant,B7,2010,2015,"1.4TSi EcoFuel,1.4TSi MultiFuel,1.8TSi,2.0TDi",135/80/17,"17""",RH149,249,155
9827,Volkswagen,Passat Variant,B7,2010,2015,2.0TSi,135/80/17,"17""",RH149,249,155
9834,Volkswagen,Passat Variant,B7,2010,2015,3.6FSi,135/80/17,"17""",RH149,249,155
9793,Volkswagen,Passat Variant,B8,2014,2019,"1.4 TSI,1.4 TSI ACT,1.5 TSI,1.6 TDI,2.0 TDI",135/80/17,"17""",RH149,249,155
9817,Volkswagen,Passat Variant,B8,2014,2019,"1.4 TSI,1.8 TSI,2.0 TDI,2.0 TSI",135/80/17,"17""",RH149,249,155
9836,Volkswagen,Passat Variant,B8,2014,2019,"2.0 biTDI,2.0 TSI 4Motion",135/80/17,"17""",RH149,249,155
9794,Volkswagen,Passat Variant,B8 Facelift,2019,1900,"1.5 TSI,1.6 TDI,2.0 TDI",135/80/17,"17""",RH149,249,155
9806,Volkswagen,Passat Variant,B8 Facelift,2019,1900,"1.4 TSI,2.0 TDI,2.0 TSI",135/80/17,"17""",RH149,249,155
9820,Volkswagen,Passat Variant,B8 Facelift,2019,1900,"2.0 TDI,2.0 TSI 4Motion",135/80/17,"17""",RH149,249,155
9814,Volkswagen,Phaeton,Facelift,2010,2016,"3.0TDi,3.6i",145/80/18,"18""",RH037,299,182.5
9825,Volkswagen,Phaeton,Facelift,2010,2016,4.2i,145/80/18,"18""",RH037,299,182.5
9830,Volkswagen,Phaeton,Facelift,2010,2016,6.0i,145/80/18,"18""",RH037,299,182.5
9808,Volkswagen,Phaeton,,2002,2010,"3.0TDi,3.2i",145/80/18,"18""",RH037,299,182.5
9821,Volkswagen,Phaeton,,2002,2010,"3.6i,5.0TDi",145/80/18,"18""",RH037,299,182.5
9831,Volkswagen,Phaeton,,2002,2010,4.2i,145/80/18,"18""",RH037,299,182.5
9841,Volkswagen,Phaeton,,2002,2010,6.0i,145/80/18,"18""",RH037,299,182.5
9822,Volkswagen,Pointer,G3,1998,2006,"1.0i,1.8i",125/80/15,"15""",RH017,199,125
9832,Volkswagen,Pointer,G3,1998,2006,2.0i,125/80/15,"15""",RH017,199,125
9823,Volkswagen,Pointer,G4,2006,2009,1.8i,125/80/15,"15""",RH017,199,125
9824,Volkswagen,Pointer,,1994,1997,"1.8,2.0",125/80/15,"15""",RH017,199,125
9851,Volkswagen,Polo,Mk1,1975,1979,"0.9,1.1,1.3",125/80/15,"15""",RH017,199,125
9850,Volkswagen,Polo,Mk1 Facelift,1979,1981,"0.9,1.1,1.3",125/80/15,"15""",RH017,199,125
9848,Volkswagen,Polo,Mk2,1981,1990,"1.05,1.1,1.3",125/80/15,"15""",RH017,199,125
9867,Volkswagen,Polo,Mk2,1981,1990,1.3,125/80/15,"15""",RH017,199,125
9846,Volkswagen,Polo,Mk2 Facelift,1990,1994,"1.05,1.3 Cat,1.4 D",125/80/15,"15""",RH017,199,125
9856,Volkswagen,Polo,Mk2 Facelift,1990,1994,1.3,125/80/15,"15""",RH017,199,125
9845,Volkswagen,Polo,Mk3,1994,1999,"1.0,1.3,1.4,1.6,1.7 SDI,1.9 SDI",125/80/15,"15""",RH017,199,125
9868,Volkswagen,Polo,Mk3,1994,1999,1.6 GTI,125/80/15,"15""",RH017,199,125
9844,Volkswagen,Polo,Mk3 Facelift,1999,2001,"1.0,1.4,1.9 SDI",125/80/15,"15""",RH017,199,125
9854,Volkswagen,Polo,Mk3 Facelift,1999,2001,1.6 GTI,125/80/15,"15""",RH017,199,125
9842,Volkswagen,Polo,Mk4,2001,2005,"1.2i,1.4i,1.4TDi",125/80/15,"15""",RH019,199,125
9852,Volkswagen,Polo,Mk4,2001,2005,1.9TDi,125/80/15,"15""",RH019,199,125
9837,Volkswagen,Polo,Mk4 Facelift,2005,2009,"1.2i,1.4i,1.4TDi",125/80/15,"15""",RH019,199,125
9849,Volkswagen,Polo,Mk4 Facelift,2005,2009,"1.6MPi,1.9TDi",125/80/15,"15""",RH019,199,125
9857,Volkswagen,Polo,Mk4 Facelift,2005,2009,1.8GTi,125/80/15,"15""",RH019,199,125
9835,Volkswagen,Polo,Mk5,2009,2014,"1.2i,1.2TDi,1.2TSi,1.4i,1.6i",125/80/15,"15""",RH019,199,125
9858,Volkswagen,Polo,Mk5,2009,2014,"1.2TSi,1.4 GT,1.6TDi",125/80/15,"15""",RH019,199,125
9869,Volkswagen,Polo,Mk5,2009,2014,1.4GTi,125/80/15,"15""",RH019,199,125
9826,Volkswagen,Polo,Mk5 Facelift,2014,2020,"1.0 TSI,1.2 TSI,1.4 TDI",125/80/15,"15""",RH019,199,125
9840,Volkswagen,Polo,Mk5 Facelift,2014,2020,1.4 TSI,125/80/15,"15""",RH019,199,125
9847,Volkswagen,Polo,Mk5 Facelift,2014,2020,1.8 TSI,125/80/15,"15""",RH019,199,125
9833,Volkswagen,Polo,Mk6,2017,2020,"1.0 MPI,1.0 TGI,1.0 TSI,1.6 TDI",125/80/17,"17""",RH032,249,155
9855,Volkswagen,Polo,Mk6,2017,2020,"1.0 TSI,1.5 TSI",125/80/17,"17""",RH032,249,155
9861,Volkswagen,Polo,Mk6,2017,2020,2.0 TSI,125/80/17,"17""",RH032,249,155
10399,Volkswagen,Polo,Mk6 Facelift,2021,1900,"1.0 MPI,1.0 TGI,1.0 TSI,2.0 TSI",125/80/17,"17""",RH032,249,155
9853,Volkswagen,Polo Classic,II,1995,2001,"1.4,1.7SDI,1.8,1.9SDI",125/80/15,"15""",RH017,199,125
9866,Volkswagen,Polo Classic,II,1995,2001,"1.6,1.9TDI",125/80/15,"15""",RH017,199,125
9862,Volkswagen,Polo Sedan,Mk5,2010,2015,1.6 MPI,125/80/15,"15""",RH019,199,125
9859,Volkswagen,Polo Sedan,Mk5 Facelift,2015,2020,"1.4 TSI,1.6 MPI",125/80/15,"15""",RH019,199,125
9860,Volkswagen,Polo Sedan,Mk6,2020,1900,"1.4 TSI,1.6 MPI",125/80/17,"17""",RH032,249,155
9864,Volkswagen,Polo Variant,,1997,2001,"1.4,1.7SDI,1.8,1.9TDI",125/80/15,"15""",RH017,199,125
9885,Volkswagen,Polo Variant,,1997,2001,1.6,125/80/15,"15""",RH017,199,125
9883,Volkswagen,Saveiro,V,2010,2013,1.6i,125/80/15,"15""",RH017,199,125
9881,Volkswagen,Saveiro,VI,2014,2016,1.6i,125/80/15,"15""",RH017,199,125
9880,Volkswagen,Saveiro,VI Facelift,2017,1900,1.6i,125/80/15,"15""",RH017,199,125
9891,Volkswagen,Scirocco,I,1974,1977,"1.1,1.5,1.6",125/80/15,"15""",RH017,199,125
9905,Volkswagen,Scirocco,I,1974,1977,1.6,125/80/15,"15""",RH017,199,125
9889,Volkswagen,Scirocco,I Facelift,1978,1981,"1.1,1.3,1.5,1.6",125/80/15,"15""",RH017,199,125
9903,Volkswagen,Scirocco,I Facelift,1978,1981,1.6,125/80/15,"15""",RH017,199,125
9890,Volkswagen,Scirocco,II,1981,1992,"1.3,1.5,1.6,1.8",125/80/15,"15""",RH017,199,125
9909,Volkswagen,Scirocco,II,1981,1992,"1.6 GTi,1.8",125/80/15,"15""",RH017,199,125
9886,Volkswagen,Scirocco,III,2008,2014,"1.4TSi,2.0TDi",125/80/17,"17""",RH033,249,155
9896,Volkswagen,Scirocco,III,2008,2014,2.0TSi,125/80/17,"17""",RH033,249,155
9900,Volkswagen,Scirocco,III,2008,2014,2.0 R,125/80/17,"17""",RH033,249,155
9888,Volkswagen,Scirocco,III Facelift,2014,2017,"1.4TSi,2.0TDi",125/80/17,"17""",RH033,249,155
9899,Volkswagen,Scirocco,III Facelift,2014,2017,"2.0TDi,2.0TSi",125/80/17,"17""",RH033,249,155
