ID,Manufacturer,Model,Nickname,Year Start,Year End,Engine Size,Tyre Size ,Wheel Size ,ROAD HERO SKU,SRP INC VAT,Trade Price
10576,Fiat,500e,FA1,2020,1900,EV,125/80/17,"17""",RH234,249,155
2659,Fiat,500L,330/350,2012,2018,"0.9 TwinAir,1.3 MultiJet,1.4 Fire,1.4 Fire T-Jet,1.6 MultiJet",125/80/17,"17""",RH025,249,155
2667,Fiat,500L,330/350,2012,2018,1.4 MultiAir,125/80/17,"17""",RH025,249,155
2660,Fiat,500L,330/350 Facelift,2018,1900,"1.3 MultiJet,1.4 Fire,1.6 MultiJet",125/80/17,"17""",RH025,249,155
2661,Fiat,500X,334,2014,2018,"1.3 MultiJet,1.6 MiltiJet,1.6i",135/80/17,"17""",RH165,249,155
2670,Fiat,500X,334,2014,2018,"1.4 Turbo,2.0 MultiJet,2.0 MultiJet AWD",135/80/17,"17""",RH165,249,155
2662,Fiat,500X,334 Facelift,2018,1900,"1.0 FireFly,1.3 MultiJet,1.6 E-torQ,1.6 MultiJet",135/80/17,"17""",RH165,249,155
2673,Fiat,500X,334 Facelift,2018,1900,"1.3 FireFly,1.3 Turbo,2.0 MultiJet",135/80/17,"17""",RH165,249,155
2663,Fiat,Albea,170,2002,2012,"1.2i,1.3TD,1.4i",125/80/15,"15""",RH001,199,125
2672,Fiat,Albea,170,2002,2012,1.6i,125/80/15,"15""",RH001,199,125
2665,Fiat,Argo,I,2017,1900,"1.0,1.3",125/80/15,"15""",RH001,199,125
2669,Fiat,Argo,I,2017,1900,1.8,125/80/15,"15""",RH001,199,125
2674,Fiat,Avventura,310,2014,1900,"1.3 MultiJet,1.4 Fire",125/80/15,"15""",RH001,199,125
2679,Fiat,Avventura,310,2014,1900,1.4 T-Jet,125/80/15,"15""",RH001,199,125
2675,Fiat,Barchetta,183,1995,2005,1.8i,125/80/15,"15""",RH001,199,125
2676,Fiat,Brava,182,1995,2003,"1.2i,1.4i,1.6i,1.9D,1.9TD",125/80/15,"15""",RH001,199,125
2684,Fiat,Brava,182,1995,2003,1.8i GT,125/80/15,"15""",RH001,199,125
2678,Fiat,Bravo,182,1995,2001,"1.2i,1.4i,1.6i,1.9D,1.9TD",125/80/15,"15""",RH001,199,125
2685,Fiat,Bravo,182,1995,2001,"1.8i GT,2.0i HGT",125/80/15,"15""",RH001,199,125
2677,Fiat,Bravo,198,2007,2015,"1.4i,1.6D,1.6TD,1.9D,1.9TD",125/80/15,"15""",RH001,199,125
2688,Fiat,Bravo,198,2007,2015,"1.4i Turbo,1.9TD 16V,2.0TD",125/80/15,"15""",RH001,199,125
2682,Fiat,Croma,194,2005,2011,"1.8MPi,1.9TD,2.2MPi",135/80/17,"17""",RH155,249,155
2689,Fiat,Croma,194,2005,2011,2.4TD,135/80/17,"17""",RH155,249,155
2705,Fiat,Doblo,223,2000,2005,1.9 JTD,125/80/15,"15""",RH001,199,125
2691,Fiat,Doblo,263,2010,2015,"1.3TD,1.4i Fire,1.4i T-Jet,1.6TD",135/80/17,"17""",RH145,249,155
2697,Fiat,Doblo,263,2010,2015,2.0TD,135/80/17,"17""",RH145,249,155
2698,Fiat,Doblo,223 Facelift,2005,2016,1.9 JTD,125/80/15,"15""",RH001,199,125
2692,Fiat,Doblo,263 Facelift,2015,1900,"1.3 MultiJet,1.4 Fire,1.4 T-Jet,1.6 MultiJet",135/80/17,"17""",RH145,249,155
2704,Fiat,Doblo,263 Facelift,2015,1900,2.0 MultiJet,135/80/17,"17""",RH145,249,155
2712,Fiat,Fiorino,146,1989,2001,"1.2i,1.4i,1.7D",125/80/15,"15""",RH001,199,125
2710,Fiat,Fiorino,225,2006,2016,"1.3 MultiJet,1.3 MutiJet,1.4 Fire",125/80/15,"15""",RH001,199,125
2711,Fiat,Fiorino,225 Facelift,2016,1900,"1.3 MultiJet,1.4 Fire",125/80/15,"15""",RH001,199,125
2717,Fiat,Grand Siena,326,2012,2020,"1.0 Fire,1.4 Fire,1.4i",125/80/15,"15""",RH001,199,125
2725,Fiat,Grand Siena,326,2012,2020,"1.6 E-torQ,1.6i",125/80/15,"15""",RH001,199,125
2718,Fiat,Grand Siena,326 Facelift,2020,1900,"1.0 Fire,1.4 Fire",125/80/15,"15""",RH001,199,125
2731,Fiat,Grande Punto,199,2005,2012,"1.4 T-Jet,1.4 T-Jet Abarth,1.6 Multijet,1.9 Multijet",125/80/15,"15""",RH003,199,125
2720,Fiat,Idea,350,2003,2006,"1.2i,1.3D,1.4i,1.9JTD",125/80/15,"15""",RH001,199,125
2728,Fiat,Idea,350,2003,2006,"1.6i Adventure,1.6TD",125/80/15,"15""",RH001,199,125
2723,Fiat,Idea,350 Facelift,2007,2016,"1.2i,1.3D,1.4i,1.6i,1.6TD,1.8i,1.9JTD",125/80/15,"15""",RH001,199,125
2724,Fiat,Linea,323,2007,2018,"1.3 Multijet,1.4 Fire,1.4 T-Jet,1.4i,1.6 JTD",125/80/15,"15""",RH001,199,125
2733,Fiat,Linea,323,2007,2018,1.4 T-Jet,125/80/15,"15""",RH001,199,125
2722,Fiat,Linea,323 Facelift,2019,1900,"1.3 MultiJet,1.4 Fire,1.4 T-Jet",125/80/15,"15""",RH001,199,125
2726,Fiat,Marea,185,1996,2007,"1.2i,1.4i,1.6i,1.8i,1.9JTD,1.9TD",125/80/15,"15""",RH001,199,125
2738,Fiat,Marea,185,1996,2007,"1.8i,2.0i,2.4i,2.4JTD,2.4TD",125/80/15,"15""",RH001,199,125
2748,Fiat,Marea,185,1996,2007,2.0i Turbo,125/80/15,"15""",RH001,199,125
2727,Fiat,Mille,146,1990,2013,1.0i,125/80/15,"15""",RH001,199,125
2729,Fiat,Mobi,344,2016,1900,1,125/80/15,"15""",RH001,199,125
2732,Fiat,Multipla,186,1998,2004,"1.6i,1.9JTD",125/80/15,"15""",RH001,199,125
2730,Fiat,Multipla,186 Facelift,2005,2010,"1.6i,1.9JTD,1.9M-Jet",125/80/15,"15""",RH001,199,125
2739,Fiat,Palio,178,1996,2003,"1.2i,1.5i,1.7D,1.9D",125/80/15,"15""",RH001,199,125
2747,Fiat,Palio,178,1996,2003,"1.6i,1.8i",125/80/15,"15""",RH001,199,125
2736,Fiat,Palio,326,2011,2017,"1.0i,1.4i,1.6i",125/80/15,"15""",RH001,199,125
2735,Fiat,Palio,178 Facelift,2004,2007,"1.5i,1.6i,1.9D",125/80/15,"15""",RH001,199,125
2742,Fiat,Palio,178 Facelift,2004,2007,1.8i,125/80/15,"15""",RH001,199,125
2737,Fiat,Palio,178 Facelift II,2007,2016,"1.0i,1.4i",125/80/15,"15""",RH001,199,125
2743,Fiat,Palio,178 Facelift II,2007,2016,1.8i,125/80/15,"15""",RH001,199,125
2744,Fiat,Palio Adventure,178,2004,2008,1.8i,125/80/15,"15""",RH001,199,125
2740,Fiat,Palio Adventure,278,2009,1900,"1.6i,1.8i",125/80/15,"15""",RH001,199,125
2746,Fiat,Palio Weekend,178,2012,2016,"1.4i,1.7 TD,1.7 TD Adventure,1.8i",125/80/15,"15""",RH001,199,125
2754,Fiat,Palio Weekend,178,2012,2016,"1.6i 16V,1.8i 16V Adventure",125/80/15,"15""",RH001,199,125
2750,Fiat,Panda,169,2003,2011,"1.1i,1.2i,1.3D",125/80/15,"15""",RH001,199,125
2756,Fiat,Panda,169,2003,2011,1.4i,125/80/15,"15""",RH001,199,125
2749,Fiat,Panda,319,2012,1900,"0.9 Natural Power,0.9 Natural Power 4x4,0.9 TwinAir,0.9 TwinAir 4x4,1.0 FireFly,1.0 TwinAir,1.2 EasyPower,1.2 Fire,1.3 MultiJet,1.3 MultiJet 4x4",125/80/15,"15""",RH001,199,125
2752,Fiat,Panda Cross,319,2014,1900,"0.9 TwinAir,1.3 MultiJet",125/80/15,"15""",RH001,199,125
2761,Fiat,Punto,188,1999,2003,1.8i,125/80/15,"15""",RH001,199,125
2753,Fiat,Punto,199,2005,2012,"1.2 Fire,1.3 JTD,1.4 Fire,1.4 S-Jet",125/80/15,"15""",RH003,199,125
2760,Fiat,Punto,199,2005,2012,"1.4 T-Jet,1.4 T-Jet Abarth,1.6 Multijet,1.9 JTD",125/80/15,"15""",RH003,199,125
2767,Fiat,Punto,199,2005,2012,1.4 T-Jet Abarth SS,125/80/15,"15""",RH003,199,125
2757,Fiat,Punto,188 Facelift,2003,2007,"1.2i,1.3 JTD,1.4i,1.9 JTD",125/80/15,"15""",RH001,199,125
2763,Fiat,Punto,188 Facelift,2003,2007,1.8i,125/80/15,"15""",RH001,199,125
2755,Fiat,Punto,199 Facelift,2012,2018,"0.9 Twinair,1.2 Fire,1.3 Multijet,1.4 Fire,1.4 MultiAir,1.4 S-Jet",125/80/15,"15""",RH003,199,125
2762,Fiat,Punto,199 Facelift,2012,2018,"1.4 MultiAir Turbo,1.6 Multijet",125/80/15,"15""",RH003,199,125
2768,Fiat,Punto,199 Facelift,2012,2018,1.4 T-Jet Abarth SS,125/80/15,"15""",RH003,199,125
2765,Fiat,Punto Evo,199,2009,2015,"1.2 Fire,1.3 MultiJet,1.4 Fire,1.4 MultiAir",125/80/15,"15""",RH003,199,125
2776,Fiat,Punto Evo,199,2009,2015,1.6 MultiJet,125/80/15,"15""",RH003,199,125
2780,Fiat,Punto Evo,199,2009,2015,1.4 T-Jet,125/80/15,"15""",RH003,199,125
2764,Fiat,Punto Evo,199 Facelift,2016,1900,"1.2 Fire,1.3 MultiJet",125/80/15,"15""",RH003,199,125
2770,Fiat,Punto Evo,199 Facelift,2016,1900,1.4 T-Jet,125/80/15,"15""",RH003,199,125
2766,Fiat,Qubo,225,2007,2016,"1.3 MultiJet,1.4",125/80/15,"15""",RH001,199,125
2769,Fiat,Qubo,225 Facelift,2016,1900,"1.3 MultiJet,1.4 Fire",125/80/15,"15""",RH001,199,125
2771,Fiat,Ritmo,198,2008,2010,"1.4T-Jet,1.9M-Jet",125/80/15,"15""",RH001,199,125
2775,Fiat,Scudo,220,1996,2006,"1.6i,1.9D,1.9TD,2.0JTD",125/80/17,"17""",RH056,249,155
2783,Fiat,Scudo,220,1996,2006,2.0i,125/80/17,"17""",RH056,249,155
2774,Fiat,Scudo,270,2007,2016,"1.6TD,2.0 Multijet",145/80/18,"18""",RH055,299,182.5
2781,Fiat,Scudo,270,2007,2016,"2.0i,2.0TD",145/80/18,"18""",RH055,299,182.5
10578,Fiat,Scudo,507,2022,1900,"1.5 MultiJet,2.0 MultiJet,EV",145/80/18,"18""",RH055,299,182.5
2777,Fiat,Sedici,189,2005,2014,"1.6i,1.9TD,2.0TD",135/80/17,"17""",RH166,249,155
2779,Fiat,Seicento,187,1998,2010,"0.9,1.1,EV",125/80/15,"15""",RH001,199,125
2784,Fiat,Siena,178,1996,2003,"1.0i,1.2i",125/80/15,"15""",RH001,199,125
2791,Fiat,Siena,178,1996,2003,1.6i,125/80/15,"15""",RH001,199,125
2782,Fiat,Siena,178 Facelift,2004,2007,"1.0i,1.4i",125/80/15,"15""",RH001,199,125
2787,Fiat,Siena,178 Facelift,2004,2007,1.8i,125/80/15,"15""",RH001,199,125
2778,Fiat,Siena,178 Facelift II,2008,2012,"1.0i,1.4i,1.8i",125/80/15,"15""",RH001,199,125
2785,Fiat,Siena EL,178,2012,2018,"1.4i,1.6i,1.8i",125/80/15,"15""",RH001,199,125
2786,Fiat,Stilo,192,2001,2010,"1.2i,1.4i,1.6i,1.9 JTD,1.9JTD,1.9TD",125/80/15,"15""",RH001,199,125
2799,Fiat,Stilo,192,2001,2010,"1.8i,1.9TD 16V,2.4i",125/80/15,"15""",RH001,199,125
2789,Fiat,Strada,278,2004,2020,"1.3 JTD,1.3 JTD Adventure,1.4i,1.6i,1.8i,1.9 JTD",125/80/15,"15""",RH001,199,125
2790,Fiat,Strada,281,2020,1900,"1.3 FireFly,1.4 Fire",125/80/15,"15""",RH001,199,125
2793,Fiat,Talento,296,2016,1900,"1.6 EcoJet,1.6 MultiJet,2.0 EcoJet",145/80/18,"18""",RH063,299,182.5
2798,Fiat,Talento,296,2016,1900,"1.6 EcoJet,2.0 EcoJet",145/80/18,"18""",RH063,299,182.5
2801,Fiat,Ulysse,179,2003,2010,"2.0D,2.0i,2.0JTD,2.2JTD",135/80/17,"17""",RH161,249,155
2808,Fiat,Ulysse,179,2003,2010,"2.2D,3.0i",135/80/17,"17""",RH161,249,155
2802,Fiat,Ulysse,220,1994,2002,"1.8i,1.9TD,2.0HDi,2.0i,2.1TD",135/80/17,"17""",RH161,249,155
2810,Fiat,Ulysse,220,1994,2002,2.0i,135/80/17,"17""",RH161,249,155
2804,Fiat,Uno,327 Facelift,2019,1900,"1.0 Fire,1.0 FireFly,1.3 Firefly",125/80/15,"15""",RH001,199,125
2811,Fiat,Urban Cross,310,2016,1900,1.3 MultiJet,125/80/15,"15""",RH001,199,125
2815,Fiat,Urban Cross,310,2016,1900,1.4 T-Jet,125/80/15,"15""",RH001,199,125
2822,Ford,B-MAX,,2012,2017,"1.4i,1.5TDCi,1.6TDCi,1.6Ti",125/80/17,"17""",RH064,249,155
2835,Ford,B-MAX,,2012,2017,1.0 EcoBoost,125/80/17,"17""",RH064,249,155
2839,Ford,C-MAX,I,2007,2010,"1.6i,1.6TDCi,1.8i,1.8TDCi,2.0TDCi",125/80/17,"17""",RH068,249,155
2852,Ford,C-MAX,I,2007,2010,2.0i,125/80/17,"17""",RH068,249,155
2840,Ford,C-MAX,II,2010,2014,"1.0 EcoBoost,1.6i,1.6TDCi,1.6Ti",135/80/17,"17""",RH167,249,155
2854,Ford,C-MAX,II,2010,2014,"1.6 EcoBoost,2.0TDCi",135/80/17,"17""",RH167,249,155
2836,Ford,C-MAX,II Facelift,2015,2019,"1.0 EcoBoost,1.5TDCi,1.6i,1.6Ti",135/80/17,"17""",RH167,249,155
2849,Ford,C-MAX,II Facelift,2015,2019,"1.5 EcoBoost,2.0TDCi",135/80/17,"17""",RH167,249,155
2842,Ford,Contour,Facelift,1998,2000,2,125/80/17,"17""",RH064,249,155
2845,Ford,Contour,Facelift,1998,2000,2.5,125/80/17,"17""",RH064,249,155
2843,Ford,Contour,,1995,1997,2,125/80/17,"17""",RH064,249,155
2846,Ford,Contour,,1995,1997,2.5,125/80/17,"17""",RH064,249,155
2848,Ford,Cougar,SX,2001,2004,2.5i,125/80/17,"17""",RH064,249,155
2847,Ford,Cougar,,1998,2002,"2.0i,2.5i",125/80/17,"17""",RH064,249,155
2853,Ford,Cougar,,1998,2002,2.5 ST,125/80/17,"17""",RH064,249,155
2850,Ford,Courier,Facelift,2000,2013,1.6i,125/80/15,"15""",RH022,199,125
2851,Ford,Courier,,1995,2000,1.8D,125/80/15,"15""",RH022,199,125
2867,Ford,EcoSport,I,2003,2007,"1.0i,1.4TDCi",135/80/17,"17""",RH168,249,155
2873,Ford,EcoSport,I,2003,2007,"1.6i,2.0i",135/80/17,"17""",RH168,249,155
2870,Ford,EcoSport,I Facelift,2007,2012,1.4TDCi,135/80/17,"17""",RH168,249,155
2874,Ford,EcoSport,I Facelift,2007,2012,"1.6i,2.0i",135/80/17,"17""",RH168,249,155
2864,Ford,EcoSport,II,2013,2019,"1.0 EcoBoost,1.5TDCi,1.5Ti,1.6i",135/80/17,"17""",RH168,249,155
2878,Ford,EcoSport,II,2013,2019,"1.0 EcoBoost,2.0i",135/80/17,"17""",RH168,249,155
2866,Ford,EcoSport,II Facelift,2017,1900,"1.0 EcoBoost,1.5 EcoBlue,1.5i,1.5TDCi",135/80/17,"17""",RH168,249,155
2877,Ford,EcoSport,II Facelift,2017,1900,"1.0 EcoBoost,2.0 GDi,2.0Ti",135/80/17,"17""",RH168,249,155
2871,Ford,Edge,II,2015,2018,2.0TDCi,155/85/18,"18""",RH086,299,182.5
2875,Ford,Edge,II,2015,2018,"2.0 EcoBoost,3.5Ti",155/85/18,"18""",RH086,299,182.5
2880,Ford,Edge,II,2015,2018,2.7 EcoBoost,155/85/18,"18""",RH086,299,182.5
2879,Ford,Edge,II Facelift,2018,1900,2.0 EcoBlue,155/85/18,"18""",RH086,299,182.5
2882,Ford,Edge,II Facelift,2018,1900,2.0 EcoBlue,155/85/18,"18""",RH086,299,182.5
2890,Ford,Endura,,2018,1900,2.0TD,155/85/18,"18""",RH086,299,182.5
2936,Ford,Explorer,U152,2002,2005,"4.0i,4.6i",155/85/18,"18""",RH067,299,182.5
2934,Ford,Explorer,U251,2006,2010,4.0i,155/85/18,"18""",RH067,299,182.5
2938,Ford,Explorer,U251,2006,2010,4.6i,155/85/18,"18""",RH067,299,182.5
2933,Ford,Explorer,U502,2011,2016,"2.0 EcoBoost,3.5 Ti",155/85/18,"18""",RH066,299,182.5
2941,Ford,Explorer,U502,2011,2016,3.5 Ti,155/85/18,"18""",RH066,299,182.5
2946,Ford,Explorer,U502,2011,2016,3.5 Ecoboost,155/85/18,"18""",RH066,299,182.5
2931,Ford,Explorer,U502 Facelift,2015,2018,"2.3 EcoBoost,3.5 Ti",155/85/18,"18""",RH066,299,182.5
2940,Ford,Explorer,U502 Facelift,2015,2018,3.5 Ti,155/85/18,"18""",RH066,299,182.5
2948,Ford,Explorer,U502 Facelift,2015,2018,"3.5 EcoBoost,3.5GTDi",155/85/18,"18""",RH066,299,182.5
2932,Ford,Explorer,U502 Facelift,2018,2019,3.5 Ti,155/85/18,"18""",RH066,299,182.5
2939,Ford,Explorer,UN105/UN150,1995,2001,4.0i,155/85/18,"18""",RH067,299,182.5
2944,Ford,Explorer,UN105/UN150,1995,2001,"4.0i,5.0i",155/85/18,"18""",RH067,299,182.5
2942,Ford,Explorer,UN46,1990,1994,4,155/85/18,"18""",RH067,299,182.5
2945,Ford,Explorer Sport Trac,I,2001,2005,4.0i,155/85/18,"18""",RH067,299,182.5
2943,Ford,Explorer Sport Trac,II,2007,2010,4.0i,155/85/18,"18""",RH067,299,182.5
2949,Ford,Explorer Sport Trac,II,2007,2010,4.6i,155/85/18,"18""",RH067,299,182.5
3093,Ford,Fiesta,III,1989,1995,"1.1,1.1i,1.3 Cat,1.3i,1.4 Cat,1.4i,1.6,1.6i,1.8 D",125/80/15,"15""",RH022,199,125
3112,Ford,Fiesta,III,1989,1995,"1.6 Turbo,1.6 XR2i,1.8 XR2i,1.8i",125/80/15,"15""",RH022,199,125
3094,Ford,Fiesta,IV,1995,1999,"1.25i,1.3i,1.4i,1.8D",125/80/15,"15""",RH022,199,125
3092,Ford,Fiesta,IV Facelift,2000,2002,"1.25i,1.3i,1.4i,1.8D",125/80/15,"15""",RH022,199,125
3097,Ford,Fiesta,IV Facelift,2000,2002,1.6i,125/80/15,"15""",RH022,199,125
3091,Ford,Fiesta,V,2002,2008,"1.25i,1.3i,1.4i,1.4TDCi,1.6i,1.6TDCi",125/80/15,"15""",RH022,199,125
3104,Ford,Fiesta,V,2002,2008,2.0 ST,125/80/15,"15""",RH022,199,125
3090,Ford,Fiesta,VI,2008,2012,"1.25i,1.4i,1.4TDCi,1.6TDCi",125/80/15,"15""",RH022,199,125
3096,Ford,Fiesta,VI,2008,2012,1.6Ti,125/80/15,"15""",RH022,199,125
3088,Ford,Fiesta,VI Facelift,2012,2019,"1.0 Ecoboost,1.25i,1.4i,1.5TDCi,1.6TDCi,1.6Ti",125/80/15,"15""",RH022,199,125
3098,Ford,Fiesta,VI Facelift,2012,2019,1.6 ST,125/80/17,"17""",RH064,249,155
3089,Ford,Fiesta,VII,2017,2021,"1.0 EcoBoost,1.1 Ti,1.1i,1.5 TDCi",125/80/15,"15""",RH022,199,125
3095,Ford,Fiesta,VII,2017,2021,"1.0 EcoBoost,1.5 TDCi",125/80/15,"15""",RH022,199,125
3101,Ford,Fiesta,VII,2017,2021,1.5 ST,125/80/17,"17""",RH064,249,155
10611,Ford,Fiesta,VII Facelift,2022,1900,"1.0 EcoBoost,1.1 Ti-VCT,1.5 EcoBoost,1.5 TDCi",125/80/15,"15""",RH022,199,125
10612,Ford,Fiesta Active,Facelift,2022,1900,1.0 EcoBoost,125/80/15,"15""",RH022,199,125
3103,Ford,Fiesta Active,,2018,2022,"1.0 EcoBoost,1.5 TDCi",125/80/15,"15""",RH022,199,125
3107,Ford,Fiesta Active,,2018,2022,1.0 EcoBoost,125/80/15,"15""",RH022,199,125
3122,Ford,Focus,I,1998,2004,"1.4i,1.6i,1.8 TD,1.8 TDCi,1.8i",125/80/15,"15""",RH022,199,125
3138,Ford,Focus,I,1998,2004,2.0i,125/80/15,"15""",RH022,199,125
3143,Ford,Focus,I,1998,2004,2.0 ST,125/80/17,"17""",RH064,249,155
3148,Ford,Focus,I,1998,2004,2.0 RS,125/80/17,"17""",RH064,249,155
3120,Ford,Focus,II,2005,2007,"1.4i,1.6TDCi,1.6Ti,1.8TDCi",125/80/17,"17""",RH068,249,155
3127,Ford,Focus,II,2005,2007,"1.8i,2.0i,2.0TDCi",125/80/17,"17""",RH068,249,155
3119,Ford,Focus,II Facelift,2008,2013,"1.4i,1.6TDCi,1.6Ti",125/80/17,"17""",RH068,249,155
3126,Ford,Focus,II Facelift,2008,2013,"1.8i,2.0i,2.0TDCi",125/80/17,"17""",RH068,249,155
3133,Ford,Focus,II Facelift,2008,2013,2.5 RS,125/70/19,"19""",RH250,399,240
3114,Ford,Focus,III,2011,2015,"1.0 EcoBoost,1.6TDCi,1.6Ti",125/80/17,"17""",RH068,249,155
3121,Ford,Focus,III,2011,2015,"1.6 EcoBoost,2.0TDCi,2.0Ti",125/80/17,"17""",RH068,249,155
3128,Ford,Focus,III,2011,2015,2.0 ST,125/80/17,"17""",RH068,249,155
3113,Ford,Focus,III Facelift,2015,2019,"1.0 EcoBoost,1.5TDCi,1.6Ti",125/80/17,"17""",RH068,249,155
3123,Ford,Focus,III Facelift,2015,2019,"1.0 EcoBoost,1.5 EcoBoost,2.0TDCi",125/80/17,"17""",RH068,249,155
3129,Ford,Focus,III Facelift,2015,2019,"1.5 EcoBoost,2.0TDCi ST",125/80/17,"17""",RH068,249,155
3136,Ford,Focus,III Facelift,2015,2019,2.0 ST,135/80/17,"17""",RH167,249,155
3141,Ford,Focus,III Facelift,2015,2019,2.3 RS,125/70/19,"19""",RH250,399,240
3115,Ford,Focus,IV,2018,1900,"1.0 EcoBoost,1.5 EcoBlue,1.5 Ti-VCT",135/80/17,"17""",RH167,249,155
3125,Ford,Focus,IV,2018,1900,"1.0 EcoBoost,1.5 EcoBoost,2.0 EcoBlue,2.0 EcoBlue ST",135/80/17,"17""",RH167,249,155
3132,Ford,Focus,IV,2018,1900,2.3 EcoBoost ST,135/80/17,"17""",RH167,249,155
3124,Ford,Focus Active,IV,2018,2021,"1.0 EcoBoost,1.5 EcoBlue,1.5 EcoBoost,2.0 EcoBlue",135/80/17,"17""",RH167,249,155
3134,Ford,Focus Active,IV,2018,2021,1.5 EcoBoost,135/80/17,"17""",RH167,249,155
10614,Ford,Focus Active,IV Facelift,2022,1900,"1.0 EcoBoost,1.5 EcoBlue,1.5 EcoBoost,2.0 EcoBlue",135/80/17,"17""",RH167,249,155
3130,Ford,Focus C-MAX,,2003,2007,"1.6i,1.6TDCi,1.6Ti,1.8i,1.8TDCi,2.0TDCi",125/80/17,"17""",RH068,249,155
3150,Ford,Focus C-MAX,,2003,2007,2.0i,125/80/17,"17""",RH068,249,155
3131,Ford,Focus Electric,,2012,2018,Electric,125/80/17,"17""",RH068,249,155
3137,Ford,Freestyle,,2018,1900,"1.2i,1.5 D",125/80/15,"15""",RH022,199,125
3145,Ford,Fusion,I,2002,2005,"1.4i,1.4TDCi,1.6i,1.6TDCi",125/80/17,"17""",RH064,249,155
3144,Ford,Fusion,I Facelift,2005,2012,"1.4i,1.4TDCi,1.6i,1.6TDCi",125/80/17,"17""",RH064,249,155
3142,Ford,Fusion,II,2013,2016,"1.5,1.6,2.0,2.5",125/80/17,"17""",RH064,249,155
3154,Ford,Fusion,II,2013,2016,2,125/80/17,"17""",RH064,249,155
3140,Ford,Fusion,II Facelift,2019,1900,"1.5 EcoBoost,2.0 HEV,2.0 PHEV,2.5i",125/80/17,"17""",RH064,249,155
3149,Ford,Fusion,II Facelift,2019,1900,2.0 EcoBoost,125/80/17,"17""",RH064,249,155
3156,Ford,Galaxy,I,1995,2000,"1.9TDi,2.0i",125/80/17,"17""",RH204,249,155
3160,Ford,Galaxy,I,1995,2000,"2.3i,2.8i",125/80/17,"17""",RH204,249,155
3153,Ford,Galaxy,I Facelift,2000,2006,"1.9TDi,2.0i",125/80/17,"17""",RH204,249,155
3161,Ford,Galaxy,I Facelift,2000,2006,2.3i,125/80/17,"17""",RH204,249,155
3166,Ford,Galaxy,I Facelift,2000,2006,2.8i,125/80/17,"17""",RH204,249,155
3155,Ford,Galaxy,II,2006,2015,"1.6TDCi,1.8TDCi,2.0i,2.0TDCi",145/80/18,"18""",RH069,299,182.5
3168,Ford,Galaxy,II,2006,2015,"1.6 EcoBoost,2.0TDCi,2.2TDCi,2.3i",145/80/18,"18""",RH069,299,182.5
3180,Ford,Galaxy,II,2006,2015,2.0 EcoBoost,145/80/18,"18""",RH069,299,182.5
3152,Ford,Galaxy,III,2015,1900,"1.5 EcoBoost,2.0 EcoBlue,2.0 TDCi",145/80/18,"18""",RH069,299,182.5
3164,Ford,Galaxy,III,2015,1900,"1.5 EcoBoost,2.0 EcoBlue,2.0 TDCi",145/80/18,"18""",RH069,299,182.5
3171,Ford,Galaxy,III,2015,1900,"2.0 EcoBlue,2.0 EcoBoost,2.0 TDCi Bi-Turbo",145/80/18,"18""",RH069,299,182.5
3162,Ford,Grand C-MAX,II,2010,2015,"1.0 EcoBoost,1.6TDCi,1.6Ti,2.0TDCi",125/80/17,"17""",RH068,249,155
3176,Ford,Grand C-MAX,II,2010,2015,"1.6 EcoBoost,2.0TDCi",125/80/17,"17""",RH068,249,155
3184,Ford,Grand C-MAX,II,2010,2015,1.6 EcoBoost,125/80/17,"17""",RH068,249,155
3159,Ford,Grand C-MAX,II Facelift,2015,2019,"1.0 EcoBoost,1.5TDCi",125/80/17,"17""",RH068,249,155
3167,Ford,Grand C-MAX,II Facelift,2015,2019,"1.5 EcoBoost,2.0TDCi",125/80/17,"17""",RH068,249,155
3173,Ford,GT,I,2005,2006,5.4,145/80/18,"18""",RH072,299,182.5
3183,Ford,Ka,I,1996,2008,"1.0i,1.3i",125/80/15,"15""",RH022,199,125
3179,Ford,Ka,II,2008,2016,"1.2i,1.3TDCi",125/80/15,"15""",RH001,199,125
3182,Ford,Ka,III,2015,2018,"1.0Ti,1.5i",125/80/15,"15""",RH022,199,125
3177,Ford,Ka,III Facelift,2019,1900,1.0Ti,125/80/15,"15""",RH022,199,125
3181,Ford,Ka,III Facelift,2019,1900,1.5Ti,125/80/15,"15""",RH022,199,125
3186,Ford,Ka Freestyle,,2018,1900,1.5i,125/80/15,"15""",RH022,199,125
3185,Ford,Ka+,Facelift,2018,2020,"1.2Ti,1.5 TDCi",125/80/15,"15""",RH022,199,125
3187,Ford,Ka+,Facelift,2019,1900,1.5i,125/80/15,"15""",RH022,199,125
3190,Ford,Ka+,,2015,2018,1.5i,125/80/15,"15""",RH022,199,125
3189,Ford,Ka+,,2016,2018,1.2Ti,125/80/15,"15""",RH022,199,125
3191,Ford,Ka+ Active,,2018,2020,"1.2Ti,1.5 TDCi",125/80/15,"15""",RH022,199,125
3195,Ford,Kuga,I,2008,2012,2.0TDCi,145/80/18,"18""",RH070,299,182.5
3198,Ford,Kuga,I,2008,2012,2.5i,145/80/18,"18""",RH070,299,182.5
3192,Ford,Kuga,II,2013,2016,"1.5 EcoBoost,1.6 EcoBoost,2.0TDCi,2.5i",145/80/18,"18""",RH070,299,182.5
3205,Ford,Kuga,II,2013,2016,"1.5 EcoBoost,1.6 EcoBoost",145/80/18,"18""",RH070,299,182.5
